x,y
1.6348613830278036,1.178686876104508
4.9363842166896275,1.674014255947106
1.5935541924275838,0.9179759790661601
3.942744679100145,1.5989423822330362
4.34948255848108,1.8336441760361906
1.9554240326959698,1.0727131924126987
2.189409365613994,0.9353215783593788
1.8637445154467653,1.4671412520681248
0.5347679823638718,0.6959527486267447
2.3948272708135847,0.950040515849131
1.2067607254234114,0.6837415276596907
1.2857262427556488,0.9052348479275948
0.9236577841720744,0.8996913229251142
0.9693227445215535,0.5223658104400877
4.069138350775105,1.863008880052723
2.114920940721132,0.8598178656342697
1.2796025257911303,0.7250029899966133
2.954514258827058,1.5569745301617568
3.021361480292279,1.7466078899466149
3.2342901353009395,1.4533454662659309
4.55678190224262,1.8051268471916428
0.7510305598098421,0.9788889976708552
1.856935642211981,0.8426849152775943
1.4231031875540627,0.9825153224098173
0.08391026162225368,0.5718221929180913
0.9077696868136476,0.9741952580862357
1.9733429064930141,1.1517185594145147
1.9665535504316212,1.0366871982499735
3.083639722035005,1.548002833487805
2.2613326441357318,0.9530868209146787
3.0366533378573743,1.573811287613935
1.115299927066864,0.7000546762799393
0.6699356589968952,0.5189075174880731
1.6464468835587693,0.9204047870494101
0.4805421676407351,0.6533629385977617
1.8291995733389799,1.190877054109042
2.3008965374497894,1.1477348264852483
3.5949432194475706,1.72562753612797
4.335124346677064,1.9955538012195535
0.2591782625833705,0.5566017171862069
4.7804795533294975,1.7378344438927664
3.600507126076839,1.76410235566782
4.943867993365771,2.038250047479116
0.5938855464914511,0.2551269568962448
1.8751087784914977,0.8648749031546861
2.511270059525406,1.2820133559032698
3.7361173100923923,1.3464540901680022
1.5551547491163076,0.8302623962428544
2.2495213804229945,0.8322719859739931
1.3807967630032325,0.9946917513465324
2.245825813505366,1.2220513054042617
2.549870039506855,1.3001861321277697
2.8251396988226225,1.6370367222608864
3.520953575460202,1.485765738476486
1.2090999328940644,0.804893942778425
3.1524524089271564,1.849720379092818
0.4507308933065779,0.3750466733311771
3.0552098221612107,1.5623955273386043
2.2951879719071453,0.9255370847398208
0.6742711078705727,0.7495324902057285
1.2834737896672432,1.3081986619103372
0.3243661018960997,0.6515810355518562
1.8616098130392693,0.9041183895109536
2.0188984092108986,1.5825127345818004
2.443911992551891,1.12440932282255
0.34928698290282556,0.5635467949034749
3.578414849306481,1.634398866836817
1.59466803564552,0.7098873711876756
1.4090181128672052,1.1457250906293581
4.456827101913216,2.160813142358755
3.005561668400561,1.5534216634799338
3.293366768275611,1.5540822358572448
2.65711220744354,1.2672741246257733
1.0809853249697654,1.001642713935512
0.7543214711688112,0.09628078531254236
0.9207328942871018,0.7512658158463544
1.7034216021759678,1.062251626623954
0.8502940932388692,0.3579821892367128
2.3889162267679636,1.301908335648197
4.836843484997221,1.9255520485699094
3.697875733281802,1.602449525657176
1.5547129534204958,0.9866921327786085
1.5322833414620296,1.0747124053047163
3.910568431082112,1.7647630377848664
4.8724398974358545,1.7542615721028958
3.072343035364622,1.3983105152014197
1.2832362525740326,0.8485512107606694
2.2470250467348385,1.1817920017184997
0.7884600093979227,0.6183197447163614
2.1710344713244796,1.3452811238582867
4.452051851073708,2.0965252286553255
1.0133967886640223,1.1083589931921687
2.208656341751287,1.5437273574649384
3.161192112763838,1.7470137648601358
4.741249025191889,1.8303883808945958
3.147062562275943,1.3212433941714956
2.215326804327721,1.0850702541852062
3.2665732885043486,1.5916596953472817
1.4730912510819345,0.9159612464246943
0.49523406235949086,0.8467889340173631
